frame,phase,x,z,stepDistance
595,Exiting,3.591908,-6.037988,0.032000
596,Exiting,3.559908,-6.038141,0.032000
597,Exiting,3.527908,-6.038294,0.032000
598,Exiting,3.495909,-6.038447,0.032000
599,Exiting,3.463909,-6.038600,0.032000
600,Exiting,3.431910,-6.038754,0.032000
601,Exiting,3.399910,-6.038907,0.032000
602,Exiting,3.367910,-6.039060,0.032000
603,Exiting,3.335911,-6.039213,0.032000
604,Exiting,3.303911,-6.039366,0.032000
605,Exiting,3.271912,-6.039519,0.032000
606,Exiting,3.239912,-6.039672,0.032000
607,Exiting,3.207912,-6.039825,0.032000
608,Exiting,3.175913,-6.039978,0.032000
609,Exiting,3.143913,-6.040131,0.032000
610,Exiting,3.111914,-6.040284,0.032000
611,Exiting,3.079914,-6.040437,0.032000
612,Exiting,3.047915,-6.040590,0.032000
613,Exiting,3.015915,-6.040743,0.032000
614,Exiting,2.983915,-6.040896,0.032000
615,Exiting,2.951916,-6.041049,0.032000
616,Exiting,2.919916,-6.041203,0.032000
617,Exiting,2.887917,-6.041356,0.032000
618,Exiting,2.855917,-6.041509,0.032000
619,Exiting,2.823917,-6.041662,0.032000
620,Exiting,2.791918,-6.041815,0.032000
621,Exiting,2.759918,-6.041968,0.032000
622,Exiting,2.727919,-6.042121,0.032000
623,Exiting,2.695919,-6.042274,0.032000
624,Exiting,2.663919,-6.042427,0.032000
625,Exiting,2.631920,-6.042580,0.032000
626,Exiting,2.599920,-6.042733,0.032000
627,Exiting,2.567921,-6.042886,0.032000
628,Exiting,2.535921,-6.043039,0.032000
629,Exiting,2.503922,-6.043192,0.032000
630,Exiting,2.471922,-6.043345,0.032000
631,Exiting,2.439922,-6.043499,0.032000
632,Exiting,2.407923,-6.043652,0.032000
633,Exiting,2.375923,-6.043805,0.032000
634,Exiting,2.343924,-6.043958,0.032000
635,Exiting,2.311924,-6.044111,0.032000
636,Exiting,2.279924,-6.044264,0.032000
637,Exiting,2.247925,-6.044417,0.032000
638,Exiting,2.215925,-6.044570,0.032000
639,Exiting,2.183926,-6.044723,0.032000
640,Exiting,2.151926,-6.044876,0.032000
641,Exiting,2.119926,-6.045029,0.032000
642,Exiting,2.087927,-6.045182,0.032000
643,Exiting,2.055927,-6.045335,0.032000
644,Exiting,2.023928,-6.045488,0.032000
645,Exiting,1.991928,-6.045641,0.032000
646,Exiting,1.959929,-6.045794,0.032000
647,Exiting,1.927929,-6.045948,0.032000
648,Exiting,1.895929,-6.046101,0.032000
649,Exiting,1.863930,-6.046254,0.032000
650,Exiting,1.831930,-6.046407,0.032000
651,Exiting,1.799931,-6.046560,0.032000
652,Exiting,1.767931,-6.046713,0.032000
653,Exiting,1.735931,-6.046866,0.032000
654,Exiting,1.703932,-6.047019,0.032000
655,Exiting,1.671932,-6.047172,0.032000
656,Exiting,1.639933,-6.047325,0.032000
657,Exiting,1.607933,-6.047478,0.032000
658,Exiting,1.575933,-6.047631,0.032000
659,Exiting,1.543934,-6.047784,0.032000
660,Exiting,1.511934,-6.047937,0.032000
661,Exiting,1.479935,-6.048090,0.032000
662,Exiting,1.447935,-6.048244,0.032000
663,Exiting,1.415936,-6.048397,0.032000
664,Exiting,1.383936,-6.048550,0.032000
665,Exiting,1.351936,-6.048703,0.032000
666,Exiting,1.319937,-6.048856,0.032000
667,Exiting,1.287937,-6.049009,0.032000
668,Exiting,1.255938,-6.049162,0.032000
669,Exiting,1.223938,-6.049314,0.032000
670,Exiting,1.191938,-6.049468,0.032000
671,Exiting,1.159939,-6.049620,0.032000
672,Exiting,1.127939,-6.049773,0.032000
673,Exiting,1.095940,-6.049926,0.032000
674,Exiting,1.063940,-6.050079,0.032000
675,Exiting,1.031940,-6.050231,0.032000
676,Exiting,0.999941,-6.050385,0.032000
677,Exiting,0.967941,-6.050537,0.032000
678,Exiting,0.935942,-6.050690,0.032000
679,Exiting,0.903942,-6.050843,0.032000
680,Exiting,0.871942,-6.050996,0.032000
681,Exiting,0.839943,-6.051148,0.032000
682,Exiting,0.807943,-6.051301,0.032000
683,Exiting,0.775943,-6.051454,0.032000
684,Exiting,0.743944,-6.051607,0.032000
685,Exiting,0.711944,-6.051760,0.032000
686,Exiting,0.679944,-6.051913,0.032000
687,Exiting,0.647945,-6.052065,0.032000
688,Exiting,0.615945,-6.052218,0.032000
689,Exiting,0.583945,-6.052371,0.032000
690,Exiting,0.551946,-6.052524,0.032000
691,Exiting,0.519974,-6.053747,0.031995
692,Exiting,0.488011,-6.055286,0.032000
693,Exiting,0.456049,-6.056825,0.032000
694,Exiting,0.424086,-6.058364,0.032000
695,Exiting,0.392204,-6.060736,0.031970
696,Exiting,0.360543,-6.065384,0.032000
697,Exiting,0.328882,-6.070032,0.032000
698,Exiting,0.297222,-6.074680,0.032000
699,Exiting,0.265635,-6.079688,0.031981
700,Exiting,0.234705,-6.087893,0.032000
701,Exiting,0.203775,-6.096099,0.032000
702,Exiting,0.172845,-6.104306,0.032000
703,Exiting,0.142215,-6.113402,0.031953
704,Exiting,0.112610,-6.125550,0.032000
705,Exiting,0.083005,-6.137697,0.032000
706,Exiting,0.053400,-6.149844,0.032000
707,Exiting,0.025004,-6.164420,0.031918
708,Exiting,-0.002534,-6.180718,0.032000
709,Exiting,-0.030073,-6.197017,0.032000
710,Exiting,-0.057301,-6.213757,0.031963
711,Exiting,-0.081977,-6.234131,0.032000
712,Exiting,-0.106652,-6.254505,0.032000
713,Exiting,-0.131327,-6.274880,0.032000
714,Exiting,-0.153454,-6.297883,0.031917
715,Exiting,-0.174574,-6.321924,0.032000
716,Exiting,-0.195694,-6.345964,0.032000
717,Exiting,-0.215515,-6.370977,0.031915
718,Exiting,-0.232649,-6.398004,0.032000
719,Exiting,-0.249782,-6.425030,0.032000
720,Exiting,-0.266916,-6.452057,0.032000
721,Exiting,-0.280580,-6.480945,0.031957
722,Exiting,-0.293627,-6.510164,0.032000
723,Exiting,-0.306675,-6.539383,0.032000
724,Exiting,-0.318912,-6.568903,0.031955
725,Exiting,-0.328060,-6.599567,0.032000
726,Exiting,-0.337209,-6.630232,0.032000
727,Exiting,-0.346357,-6.660896,0.032000
728,Exiting,-0.354330,-6.691840,0.031954
729,Exiting,-0.359944,-6.723344,0.032000
730,Exiting,-0.365559,-6.754848,0.032000
731,Exiting,-0.371174,-6.786351,0.032000
732,Exiting,-0.376273,-6.817921,0.031979
733,Exiting,-0.378789,-6.849822,0.032000
734,Exiting,-0.381306,-6.881722,0.032000
735,Exiting,-0.383823,-6.913623,0.032000
736,Exiting,-0.386339,-6.945524,0.032000
737,Exiting,-0.387939,-6.977478,0.031993
738,Exiting,-0.389071,-7.009458,0.032000
739,Exiting,-0.390204,-7.041438,0.032000
740,Exiting,-0.391336,-7.073418,0.032000
741,Exiting,-0.392468,-7.105398,0.032000
742,Exiting,-0.393600,-7.137378,0.032000
743,Exiting,-0.394732,-7.169358,0.032000
744,Exiting,-0.395864,-7.201338,0.032000
745,Exiting,-0.396997,-7.233318,0.032000
746,Exiting,-0.398129,-7.265298,0.032000
747,Exiting,-0.399261,-7.297278,0.032000
748,Exiting,-0.400393,-7.329258,0.032000
749,Exiting,-0.401525,-7.361238,0.032000
750,Exiting,-0.402657,-7.393218,0.032000
751,Exiting,-0.403790,-7.425198,0.032000
752,Exiting,-0.404922,-7.457178,0.032000
753,Exiting,-0.406054,-7.489158,0.032000
754,Exiting,-0.407186,-7.521138,0.032000
755,Exiting,-0.408318,-7.553118,0.032000
756,Exiting,-0.409450,-7.585098,0.032000
757,Exiting,-0.410582,-7.617078,0.032000
758,Exiting,-0.411715,-7.649058,0.032000
759,Exiting,-0.412847,-7.681038,0.032000
760,Exiting,-0.413979,-7.713018,0.032000
761,Exiting,-0.415111,-7.744998,0.032000
762,Exiting,-0.416243,-7.776978,0.032000
763,Exiting,-0.417375,-7.808959,0.032000
764,Exiting,-0.418508,-7.840939,0.032000
765,Exiting,-0.419640,-7.872919,0.032000
766,Exiting,-0.420772,-7.904899,0.032000
767,Exiting,-0.421904,-7.936879,0.032000
768,Exiting,-0.423036,-7.968859,0.032000
769,Exiting,-0.424168,-8.000838,0.032000
770,Exiting,-0.425301,-8.032818,0.032000
771,Exiting,-0.426433,-8.064797,0.032000
772,Exiting,-0.427565,-8.096777,0.032000
773,Exiting,-0.428697,-8.128757,0.032000
774,Exiting,-0.429829,-8.160736,0.032000
775,Exiting,-0.430961,-8.192716,0.032000
776,Exiting,-0.432094,-8.224695,0.032000
777,Exiting,-0.433226,-8.256675,0.032000
778,Exiting,-0.434358,-8.288654,0.032000
779,Exiting,-0.435490,-8.320634,0.032000
780,Exiting,-0.436622,-8.352613,0.032000
781,Exiting,-0.437754,-8.384593,0.032000
782,Exiting,-0.438886,-8.416573,0.032000
783,Exiting,-0.440019,-8.448552,0.032000
784,Exiting,-0.441151,-8.480532,0.032000
785,Exiting,-0.442283,-8.512511,0.032000
786,Exiting,-0.443415,-8.544491,0.032000
787,Exiting,-0.444547,-8.576470,0.032000
788,Exiting,-0.445679,-8.608450,0.032000
789,Exiting,-0.446812,-8.640429,0.032000
790,Exiting,-0.447944,-8.672409,0.032000
791,Exiting,-0.449076,-8.704389,0.032000
792,Exiting,-0.450208,-8.736368,0.032000
793,Exiting,-0.451340,-8.768348,0.032000
794,Exiting,-0.452472,-8.800327,0.032000
795,Exiting,-0.453604,-8.832307,0.032000
796,Exiting,-0.454737,-8.864286,0.032000
797,Exiting,-0.455869,-8.896266,0.032000
798,Exiting,-0.457001,-8.928246,0.032000
799,Exiting,-0.458133,-8.960225,0.032000
800,Exiting,-0.459265,-8.992205,0.032000
801,Exiting,-0.460397,-9.024184,0.032000
802,Exiting,-0.461529,-9.056164,0.032000
803,Exiting,-0.462661,-9.088143,0.032000
804,Exiting,-0.463794,-9.120123,0.032000
805,Exiting,-0.464926,-9.152102,0.032000
806,Exiting,-0.466058,-9.184082,0.032000
807,Exiting,-0.467190,-9.216062,0.032000
808,Exiting,-0.468322,-9.248041,0.032000
809,Exiting,-0.460334,-9.264875,0.018634
810,Exiting,-0.432597,-9.248916,0.032000
811,Exiting,-0.404861,-9.232956,0.032000
812,Exiting,-0.377125,-9.216996,0.032000
813,Exiting,-0.349389,-9.201036,0.032000
814,Exiting,-0.321652,-9.185077,0.032000
815,Exiting,-0.293916,-9.169117,0.032000
816,Exiting,-0.266180,-9.153158,0.032000
817,Exiting,-0.238444,-9.137198,0.032000
818,Exiting,-0.210707,-9.121240,0.032000
819,Exiting,-0.182971,-9.105280,0.032000
820,Exiting,-0.155235,-9.089321,0.032000
821,Exiting,-0.127498,-9.073361,0.032000
822,Exiting,-0.099762,-9.057403,0.032000
823,Exiting,-0.072026,-9.041443,0.032000
824,Exiting,-0.044289,-9.025484,0.032000
825,Exiting,-0.016553,-9.009524,0.032000
